tactic,technique_id,technique,audit_category,audit_sub_category,event_id,message
Execution,T1569.002,Service Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1569.002,Service Execution,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1574,Hijack Execution Flow,Object Access,Registry,4657,A registry value was modified.
Persistence,T1574,Hijack Execution Flow,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574,Hijack Execution Flow,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1574,Hijack Execution Flow,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.011,Services Registry Permissions Weakness,Object Access,Registry,4657,A registry value was modified.
Persistence,T1574.011,Services Registry Permissions Weakness,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1574.011,Services Registry Permissions Weakness,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.012,COR_PROFILER,Object Access,Registry,4657,A registry value was modified.
Persistence,T1574.012,COR_PROFILER,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1574.012,COR_PROFILER,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1070.002,Clear Linux or Mac System Logs,Object Access,File System,4660,An object was deleted.
Defense Evasion,T1070.002,Clear Linux or Mac System Logs,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1070.002,Clear Linux or Mac System Logs,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1070.003,Clear Command History,Object Access,File System,4660,An object was deleted.
Defense Evasion,T1070.003,Clear Command History,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1070.003,Clear Command History,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1070.004,File Deletion,Object Access,File System,4660,An object was deleted.
Defense Evasion,T1070.004,File Deletion,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1485,Data Destruction,Object Access,File System,4660,An object was deleted.
Impact,T1485,Data Destruction,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1485,Data Destruction,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1554,Compromise Client Software Binary,Object Access,File System,4660,An object was deleted.
Persistence,T1554,Compromise Client Software Binary,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1565,Data Manipulation,Object Access,File System,4660,An object was deleted.
Impact,T1565,Data Manipulation,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1565.001,Stored Data Manipulation,Object Access,File System,4660,An object was deleted.
Impact,T1565.001,Stored Data Manipulation,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1565.003,Runtime Data Manipulation,Object Access,File System,4660,An object was deleted.
Impact,T1565.003,Runtime Data Manipulation,Object Access,File System,4670,Permissions on an object were changed.
Credential Access,T1003.006,DCSync,DS Access,Directory Service Access,4661,A handle to an object was requested.
Credential Access,T1003.006,DCSync,DS Access,Directory Service Access,4662,An operation was performed on an object.
Discovery,T1615,Group Policy Discovery,DS Access,Directory Service Access,4661,A handle to an object was requested.
Discovery,T1615,Group Policy Discovery,DS Access,Directory Service Access,4662,An operation was performed on an object.
Discovery,T1615,Group Policy Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1036,Masquerading,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1036,Masquerading,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1036,Masquerading,System,Security System Extension,4697,A service was installed in the system.
Defense Evasion,T1036,Masquerading,Object Access,Other Object Access Events,4700,A scheduled task was enabled.
Defense Evasion,T1036,Masquerading,Object Access,Other Object Access Events,4701,A scheduled task was disabled.
Defense Evasion,T1036,Masquerading,Object Access,Other Object Access Events,4702,A scheduled task was updated.
Defense Evasion,T1036.003,Rename System Utilities,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1036.003,Rename System Utilities,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1037,Boot or Logon Initialization Scripts,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1037,Boot or Logon Initialization Scripts,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1037,Boot or Logon Initialization Scripts,DS Access,Directory Service Changes,5136,A directory service object was modified.
Persistence,T1037,Boot or Logon Initialization Scripts,DS Access,Directory Service Changes,5139,A directory service object was moved.
Persistence,T1037.002,Logon Script (Mac),Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1037.002,Logon Script (Mac),Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1037.003,Network Logon Script,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1037.003,Network Logon Script,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1037.003,Network Logon Script,DS Access,Directory Service Changes,5136,A directory service object was modified.
Persistence,T1037.003,Network Logon Script,DS Access,Directory Service Changes,5139,A directory service object was moved.
Persistence,T1037.004,RC Scripts,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1037.004,RC Scripts,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1037.005,Startup Items,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1037.005,Startup Items,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053,Scheduled Task/Job,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1053,Scheduled Task/Job,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053,Scheduled Task/Job,Object Access,Other Object Access Events,4698,A scheduled task was created.
Persistence,T1053.002,At (Windows),Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1053.002,At (Windows),Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.002,At (Windows),Object Access,Other Object Access Events,4698,A scheduled task was created.
Persistence,T1053.003,Cron,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1053.003,Cron,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.003,Cron,Object Access,Other Object Access Events,4698,A scheduled task was created.
Persistence,T1053.004,Launchd,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1053.004,Launchd,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.004,Launchd,Object Access,Other Object Access Events,4698,A scheduled task was created.
Persistence,T1053.005,Scheduled Task,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1053.005,Scheduled Task,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.005,Scheduled Task,Object Access,Other Object Access Events,4698,A scheduled task was created.
Persistence,T1053.006,Systemd Timers,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1053.006,Systemd Timers,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.006,Systemd Timers,Object Access,Other Object Access Events,4698,A scheduled task was created.
Defense Evasion,T1055.009,Proc Memory,Object Access,File System,4670,Permissions on an object were changed.
Collection,T1056.003,Web Portal Capture,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1070.006,Timestomp,Object Access,File System,4670,Permissions on an object were changed.
Lateral Movement,T1080,Taint Shared Content,Object Access,File System,4670,Permissions on an object were changed.
Lateral Movement,T1080,Taint Shared Content,Detailed Tracking,Process Creation,4688,A new process has been created.
Lateral Movement,T1080,Taint Shared Content,Object Access,File Share,5140,A network share object was accessed.
Lateral Movement,T1080,Taint Shared Content,Object Access,Detailed File Share,5145,A network share object was checked to see whether the client can be granted desired access.
Persistence,T1098,Account Manipulation,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1098,Account Manipulation,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1098,Account Manipulation,Policy Change,Authentication Policy Change,4717,System security access was granted to an account.
Persistence,T1098,Account Manipulation,Policy Change,Authentication Policy Change,4718,System security access was removed from an account.
Persistence,T1098,Account Manipulation,Account Management,User Account Management,4722,A user account was enabled.
Persistence,T1098,Account Manipulation,Account Management,User Account Management,4725,A user account was disabled.
Persistence,T1098,Account Manipulation,Account Management,User Account Management,4738,A user account was changed.
Persistence,T1098,Account Manipulation,Account Management,User Account Management,4740,A user account was locked out.
Persistence,T1098,Account Manipulation,Account Management,User Account Management,4767,A user account was unlocked.
Persistence,T1098,Account Manipulation,Account Management,User Account Management,4781,The name of an account was changed:
Persistence,T1098,Account Manipulation,DS Access,Directory Service Changes,5136,A directory service object was modified.
Persistence,T1098,Account Manipulation,DS Access,Directory Service Changes,5139,A directory service object was moved.
Persistence,T1098.004,SSH Authorized Keys,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1098.004,SSH Authorized Keys,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1140,Deobfuscate/Decode Files or Information,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1140,Deobfuscate/Decode Files or Information,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1486,Data Encrypted for Impact,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1486,Data Encrypted for Impact,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1491,Defacement,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1491.001,Internal Defacement,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1491.002,External Defacement,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1505,Server Software Component,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1505,Server Software Component,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1505.003,Web Shell,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1505.003,Web Shell,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1505.004,IIS Components,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1505.004,IIS Components,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1543.001,Launch Agent,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1543.001,Launch Agent,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1543.001,Launch Agent,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1543.002,Systemd Service,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1543.002,Systemd Service,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1543.002,Systemd Service,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1543.004,Launch Daemon,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1543.004,Launch Daemon,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1543.004,Launch Daemon,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1546.004,Unix Shell Configuration Modification,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.004,Unix Shell Configuration Modification,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.005,Trap,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.005,Trap,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.006,LC_LOAD_DYLIB Addition,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.006,LC_LOAD_DYLIB Addition,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.013,PowerShell Profile,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.013,PowerShell Profile,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.014,Emond,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.014,Emond,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.006,Kernel Modules and Extensions,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.006,Kernel Modules and Extensions,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.007,Re-opened Applications,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.007,Re-opened Applications,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.008,LSASS Driver,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.009,Shortcut Modification,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.009,Shortcut Modification,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.011,Plist Modification,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.011,Plist Modification,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.011,Plist Modification,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1547.013,XDG Autostart Entries,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.013,XDG Autostart Entries,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1547.015,Login Items,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1547.015,Login Items,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1548.001,Setuid and Setgid,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1548.001,Setuid and Setgid,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1548.003,Sudo and Sudo Caching,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1548.003,Sudo and Sudo Caching,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1553.001,Gatekeeper Bypass,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1553.001,Gatekeeper Bypass,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1556.004,Network Device Authentication,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1564.003,Hidden Window,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1564.003,Hidden Window,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1564.004,NTFS File Attributes,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1564.004,NTFS File Attributes,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1564.008,Email Hiding Rules,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1564.008,Email Hiding Rules,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1569.001,Launchctl,Object Access,File System,4670,Permissions on an object were changed.
Execution,T1569.001,Launchctl,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1569.001,Launchctl,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1574.001,DLL Search Order Hijacking,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.002,DLL Side-Loading,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.002,DLL Side-Loading,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.004,Dylib Hijacking,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.005,Executable Installer File Permissions Weakness,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.005,Executable Installer File Permissions Weakness,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.006,Dynamic Linker Hijacking,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.006,Dynamic Linker Hijacking,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.007,Path Interception by PATH Environment Variable,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.007,Path Interception by PATH Environment Variable,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.008,Path Interception by Search Order Hijacking,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.008,Path Interception by Search Order Hijacking,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.009,Path Interception by Unquoted Path,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.009,Path Interception by Unquoted Path,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1574.010,Services File Permissions Weakness,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1574.010,Services File Permissions Weakness,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1600,Weaken Encryption,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1600.001,Reduce Key Space,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1600.002,Disable Crypto Hardware,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1601,Modify System Image,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1601.001,Patch System Image,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1601.002,Downgrade System Image,Object Access,File System,4670,Permissions on an object were changed.
Credential Access,T1003.005,Cached Domain Credentials,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1006,Direct Volume Access,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1007,System Service Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1010,Application Window Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1016,System Network Configuration Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1016.001,Internet Connection Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Lateral Movement,T1021.003,Distributed Component Object Model,Detailed Tracking,Process Creation,4688,A new process has been created.
Lateral Movement,T1021.003,Distributed Component Object Model,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Lateral Movement,T1021.003,Distributed Component Object Model,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Lateral Movement,T1021.003,Distributed Component Object Model,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Lateral Movement,T1021.003,Distributed Component Object Model,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Lateral Movement,T1021.003,Distributed Component Object Model,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Lateral Movement,T1021.003,Distributed Component Object Model,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Lateral Movement,T1021.003,Distributed Component Object Model,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1027,Obfuscated Files or Information,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1027.004,Compile After Delivery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1033,System Owner/User Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1036.004,Masquerade Task or Service,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1036.004,Masquerade Task or Service,System,Security System Extension,4697,A service was installed in the system.
Defense Evasion,T1036.004,Masquerade Task or Service,Object Access,Other Object Access Events,4700,A scheduled task was enabled.
Defense Evasion,T1036.004,Masquerade Task or Service,Object Access,Other Object Access Events,4701,A scheduled task was disabled.
Defense Evasion,T1036.004,Masquerade Task or Service,Object Access,Other Object Access Events,4702,A scheduled task was updated.
Persistence,T1037.001,Logon Script (Windows),Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1040,Network Sniffing,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1046,Network Service Scanning,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1047,Windows Management Instrumentation,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1047,Windows Management Instrumentation,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Execution,T1047,Windows Management Instrumentation,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Execution,T1047,Windows Management Instrumentation,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Execution,T1047,Windows Management Instrumentation,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Execution,T1047,Windows Management Instrumentation,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Execution,T1047,Windows Management Instrumentation,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Execution,T1047,Windows Management Instrumentation,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Discovery,T1049,System Network Connections Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.001,At (Linux),Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.001,At (Linux),Object Access,Other Object Access Events,4698,A scheduled task was created.
Collection,T1056.002,GUI Input Capture,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1057,Process Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059,Command and Scripting Interpreter,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.001,PowerShell,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.002,AppleScript,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.003,Windows Command Shell,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.004,Unix Shell,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.005,Visual Basic,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.006,Python,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.007,JavaScript,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1059.008,Network Device CLI,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1069,Permission Groups Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1069.001,Local Groups,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1069.002,Domain Groups,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1069.003,Cloud Groups,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1070.001,Clear Windows Event Logs,Detailed Tracking,Process Creation,4688,A new process has been created.
Lateral Movement,T1072,Software Deployment Tools,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1082,System Information Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1083,File and Directory Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1087.002,Domain Account,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1087.003,Email Account,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1087.004,Cloud Account,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1113,Screen Capture,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1115,Clipboard Data,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1120,Peripheral Device Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1123,Audio Capture,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1124,System Time Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1125,Video Capture,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1127,Trusted Developer Utilities Proxy Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1127.001,MSBuild,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1134,Access Token Manipulation,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1134,Access Token Manipulation,DS Access,Directory Service Changes,5136,A directory service object was modified.
Defense Evasion,T1134,Access Token Manipulation,DS Access,Directory Service Changes,5139,A directory service object was moved.
Defense Evasion,T1134.001,Token Impersonation/Theft,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1134.002,Create Process with Token,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1134.003,Make and Impersonate Token,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1134.004,Parent PID Spoofing,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1135,Network Share Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1136,Create Account,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1136,Create Account,Account Management,User Account Management,4720,A user account was created.
Persistence,T1136.001,Local Account,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1136.001,Local Account,Account Management,User Account Management,4720,A user account was created.
Persistence,T1136.002,Domain Account,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1136.002,Domain Account,Account Management,User Account Management,4720,A user account was created.
Persistence,T1137.003,Outlook Forms,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1137.004,Outlook Home Page,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1137.005,Outlook Rules,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1176,Browser Extensions,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1176,Browser Extensions,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Persistence,T1176,Browser Extensions,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Persistence,T1176,Browser Extensions,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Persistence,T1176,Browser Extensions,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Persistence,T1176,Browser Extensions,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Persistence,T1176,Browser Extensions,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Persistence,T1176,Browser Extensions,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Initial Access,T1189,Drive-by Compromise,Detailed Tracking,Process Creation,4688,A new process has been created.
Initial Access,T1189,Drive-by Compromise,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Initial Access,T1189,Drive-by Compromise,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Initial Access,T1189,Drive-by Compromise,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Initial Access,T1189,Drive-by Compromise,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Initial Access,T1189,Drive-by Compromise,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Initial Access,T1189,Drive-by Compromise,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Initial Access,T1189,Drive-by Compromise,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Persistence,T1197,BITS Jobs,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1197,BITS Jobs,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Persistence,T1197,BITS Jobs,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Persistence,T1197,BITS Jobs,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Persistence,T1197,BITS Jobs,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Persistence,T1197,BITS Jobs,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Persistence,T1197,BITS Jobs,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Persistence,T1197,BITS Jobs,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Discovery,T1201,Password Policy Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1202,Indirect Command Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1204,User Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1204,User Execution,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Execution,T1204,User Execution,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Execution,T1204,User Execution,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
